date,project,tag,vendor,qty,stock,finish,file,notes
2025-10-01,business-card,v1.0-card-2025-10-01,Staples,250,Economy Matte,Matte,business-card/exports/duma-card_v1.0_print.pdf,Single-sided pilot run
